Mod:Item:MetaData, Localized Name
tcomplement:scorched_stairs_road:0, 高炉铺路石楼梯
tcomplement:scorched_stairs_tile:0, 高炉瓷砖楼梯
tcomplement:scorched_stairs_creeper:0, 高炉雕琢石砖楼梯
tcomplement:chisel_head:0, 磁钢 凿子头
tcomplement:chisel_head:0, 充能合金 凿子头
tcomplement:chisel_head:0, 脉冲合金 凿子头
tcomplement:chisel_head:0, 红石合金 凿子头
tcomplement:chisel_head:0, 导电铁 凿子头
tcomplement:chisel_head:0, 充能铁 凿子头
tcomplement:chisel_head:0, 玄钢 凿子头
tcomplement:chisel_head:0, 魂金 凿子头
tcomplement:chisel_head:0, 末影钢 凿子头
tcomplement:chisel_head:0, 铁合金 凿子头
tcomplement:chisel_head:0, 娜迦鳞片 凿子头
tcomplement:chisel_head:0, 钢叶 凿子头
tcomplement:chisel_head:0, 炽铁 凿子头
tcomplement:chisel_head:0, 骑士金属 凿子头
tcomplement:chisel_head:0, 木 凿子头
tcomplement:chisel_head:0, 圆石 凿子头
tcomplement:chisel_head:0, 燧石 凿子头
tcomplement:chisel_head:0, 仙人掌 凿子头
tcomplement:chisel_head:0, 骨头 凿子头
tcomplement:chisel_head:0, 黑曜石 凿子头
tcomplement:chisel_head:0, 海晶石 凿子头
tcomplement:chisel_head:0, 末地石 凿子头
tcomplement:chisel_head:0, 纸 凿子头
tcomplement:chisel_head:0, 海绵 凿子头
tcomplement:chisel_head:0, 烈焰木 凿子头
tcomplement:chisel_head:0, 铁 凿子头
tcomplement:chisel_head:0, 生铁 凿子头
tcomplement:chisel_head:0, 骑士史莱姆 凿子头
tcomplement:chisel_head:0, 史莱姆 凿子头
tcomplement:chisel_head:0, 史莱姆 凿子头
tcomplement:chisel_head:0, 熔岩史莱姆 凿子头
tcomplement:chisel_head:0, 地狱岩 凿子头
tcomplement:chisel_head:0, 钴 凿子头
tcomplement:chisel_head:0, 阿迪特 凿子头
tcomplement:chisel_head:0, 玛玉灵 凿子头
tcomplement:chisel_head:0, 铜 凿子头
tcomplement:chisel_head:0, 青铜 凿子头
tcomplement:chisel_head:0, 铅 凿子头
tcomplement:chisel_head:0, 银 凿子头
tcomplement:chisel_head:0, 琥珀金 凿子头
tcomplement:chisel_head:0, 钢 凿子头
tcomplement:chisel_head:0, 暗影 凿子头
tcomplement:chisel_head:0, 奥利哈刚 凿子头
tcomplement:chisel_head:0, 魔法木质凿子头
tcomplement:chisel_head:0, 恶魔灌注凿子头
tcomplement:chisel_head:0, 附魔凿子头
tcomplement:chisel_head:0, 恶魔凿子头
tcomplement:chisel_head:0, 古代金属 凿子头
tcomplement:chisel_head:0, 焦油 凿子头
tcomplement:chisel_head:0, 防腐木 凿子头
tcomplement:chisel_head:0, 康铜 凿子头
tcomplement:chisel_head:0, 硼 凿子头
tcomplement:chisel_head:0, 高强合金 凿子头
tcomplement:chisel_head:0, 硬碳 凿子头
tcomplement:chisel_head:0, 氮化硼 凿子头
tcomplement:chisel_head:0, 钍 凿子头
tcomplement:chisel_head:0, 铀 凿子头
tcomplement:chisel_head:0, 镁 凿子头
tcomplement:chisel_head:0, 巧克力 凿子头
tcomplement:chisel, 凿子
tombstone:decorative_grave_simple:0, 简易坟墓
tombstone:decorative_grave_simple:1, 简易坟墓
tombstone:decorative_grave_normal:0, 普通坟墓
tombstone:decorative_grave_normal:1, 普通坟墓
tombstone:decorative_grave_cross:0, 十字坟墓
tombstone:decorative_grave_cross:1, 十字坟墓
tombstone:decorative_tombstone:0, 墓碑
tombstone:decorative_tombstone:1, 墓碑
tombstone:dark_marble:0, 暗黑大理石
tombstone:dark_marble:1, 纯白大理石
tombstone:grave_key, 坟墓之钥
tombstone:scroll_of_knowledge, 知识卷轴
tombstone:scroll_buff:0, §6保留卷轴
tombstone:scroll_buff:1, §6不稳定的无形卷轴
tombstone:scroll_buff:2, §6飘落卷轴
tombstone:scroll_buff:3, §6净化卷轴
tombstone:scroll_buff:4, §6真视卷轴
tombstone:scroll_buff:5, §6传送卷轴
tombstone:scroll_buff:6, §6Scroll of Lightning Resistance
tombstone:tablet_of_recall, 传送石板
tombstone:tablet_of_home, 归乡石板
tombstone:tablet_of_assistance, 增援石板
tombstone:tablet_of_cupidity, 贪婪石板
tombstone:fishing_rod_of_misadventure, 厄运钓竿
tombstone:lost_tablet, 失落的石板
tombstone:dust_of_vanishing, 消失之尘
tombstone:soul_receptacle, 缚魂瓶
tombstone:familiar_receptacle, 挚友瓶
tombstone:voodoo_poppet, 巫毒玩偶
tombstone:book_of_disenchantment, 祛魔书
tombstone:ankh_of_pray, 安卡的祈祷
tombstone:lollypop:0, 万圣节棒棒糖
tombstone:lollypop:1, 万圣节棒棒糖
tombstone:lollypop:2, 万圣节棒棒糖
tombstone:lollypop:3, 万圣节棒棒糖
tombstone:lollypop:4, 万圣节棒棒糖
tombstone:advancement:0, [null]
tombstone:advancement:1, [null]
tombstone:advancement:2, [null]
tombstone:advancement:3, [null]
tombstone:advancement:4, [null]
tombstone:advancement:5, [null]
tombstone:advancement:6, [null]
tombstone:crafting_ingredient:0, 神秘卷轴
tombstone:crafting_ingredient:1, 神秘石板
tombstone:crafting_ingredient:2, 浸渍钻石
tombstone:crafting_ingredient:3, 墓灰
touhou_little_maid:ultramarine_orb_elixir, §6绀珠之药
touhou_little_maid:explosion_protect_bauble, §6爆炸保护饰品
touhou_little_maid:fire_protect_bauble, §6火焰保护饰品
touhou_little_maid:projectile_protect_bauble, §6弹射物保护饰品
touhou_little_maid:magic_protect_bauble, §6药水保护饰品
touhou_little_maid:fall_protect_bauble, §6摔落保护饰品
touhou_little_maid:drown_protect_bauble, §6溺水保护饰品
touhou_little_maid:nimble_fabric, §6闪避布
touhou_little_maid:tombstone_bauble, §6墓碑饰品
touhou_little_maid:wireless_io, §6隙间
touhou_little_maid:item_magnet_bauble, §6物品磁铁
touhou_little_maid:mute_bauble, §6禁言饰品
touhou_little_maid:kappa_compass, 河童的罗盘
touhou_little_maid:hakurei_gohei, 博丽的御币
touhou_little_maid:marisa_broom, 魔理沙的扫帚
touhou_little_maid:camera, 文文的相机
touhou_little_maid:photo, 照片
touhou_little_maid:chair, 椅子
touhou_little_maid:hata_sasimono, 旗指物
touhou_little_maid:album, 相册
touhou_little_maid:maid_beacon, 神社庭灯
touhou_little_maid:spell_card, 符卡
touhou_little_maid:debug_danmaku, 调试弹幕工具
touhou_little_maid:npc_maid_tool, NPC 女仆工具
touhou_little_maid:substitute_jizo, 替身地藏
touhou_little_maid:gashapon_coin, 扭蛋币
touhou_little_maid:maid_backpack:1, 女仆背包
touhou_little_maid:maid_backpack:2, 女仆背包
touhou_little_maid:maid_backpack:3, 女仆背包
touhou_little_maid:suitcase, 行李箱
touhou_little_maid:trolley_audio, 便携式音响
touhou_little_maid:scarecrow, 稻草人
touhou_little_maid:portable_audio, 手提音响
touhou_little_maid:chisel, 雕刻刀
touhou_little_maid:extinguisher, 灭火器
touhou_little_maid:power_point, P 点
touhou_little_maid:maid_bed, 女仆床
touhou_little_maid:maid_joy, item.touhou_little_maid.maid_joy.name
touhou_little_maid:smart_slab:0, 魂符
touhou_little_maid:hammer, 破坏指导书
touhou_little_maid:furnace_guide, 熔炉指导书
touhou_little_maid:potion_guide, 药水指导书
touhou_little_maid:trumpet, 小号
touhou_little_maid:creative_favorability_tool:0, 创造模式好感度工具
touhou_little_maid:creative_favorability_tool:1, 创造模式好感度工具
touhou_little_maid:creative_favorability_tool:2, 创造模式好感度工具
touhou_little_maid:maid_vehicle:0, 猫车
touhou_little_maid:maid_vehicle:1, 轮椅
touhou_little_maid:maid_vehicle:2, 黄包车
touhou_little_maid:grid, 女仆交互面板
touhou_little_maid:garage_kit, 手办
touhou_little_maid:gashapon_machines, 扭蛋机
travelersbackpack:travelers_backpack:0, 旅行者背包
travelersbackpack:travelers_backpack:1, 旅行者背包
travelersbackpack:travelers_backpack:2, 旅行者背包
travelersbackpack:travelers_backpack:3, 旅行者背包
travelersbackpack:travelers_backpack:4, 旅行者背包
travelersbackpack:travelers_backpack:5, 旅行者背包
travelersbackpack:travelers_backpack:6, 旅行者背包
travelersbackpack:travelers_backpack:7, 旅行者背包
travelersbackpack:travelers_backpack:8, 旅行者背包
travelersbackpack:travelers_backpack:9, 旅行者背包
travelersbackpack:travelers_backpack:10, 旅行者背包
travelersbackpack:travelers_backpack:11, 旅行者背包
travelersbackpack:travelers_backpack:12, 旅行者背包
travelersbackpack:travelers_backpack:13, 旅行者背包
travelersbackpack:travelers_backpack:14, 旅行者背包
travelersbackpack:travelers_backpack:15, 旅行者背包
travelersbackpack:travelers_backpack:16, 旅行者背包
travelersbackpack:travelers_backpack:17, 旅行者背包
travelersbackpack:travelers_backpack:18, 旅行者背包
travelersbackpack:travelers_backpack:19, 旅行者背包
travelersbackpack:travelers_backpack:20, 旅行者背包
travelersbackpack:travelers_backpack:21, 旅行者背包
travelersbackpack:travelers_backpack:22, 旅行者背包
travelersbackpack:travelers_backpack:23, 旅行者背包
travelersbackpack:travelers_backpack:24, 旅行者背包
travelersbackpack:travelers_backpack:25, 旅行者背包
travelersbackpack:travelers_backpack:26, 旅行者背包
travelersbackpack:travelers_backpack:27, 旅行者背包
travelersbackpack:travelers_backpack:28, 旅行者背包
travelersbackpack:travelers_backpack:29, 旅行者背包
travelersbackpack:travelers_backpack:30, 旅行者背包
travelersbackpack:travelers_backpack:31, 旅行者背包
travelersbackpack:travelers_backpack:32, 旅行者背包
travelersbackpack:travelers_backpack:33, 旅行者背包
travelersbackpack:travelers_backpack:34, 旅行者背包
travelersbackpack:travelers_backpack:35, 旅行者背包
travelersbackpack:travelers_backpack:36, 旅行者背包
travelersbackpack:travelers_backpack:37, 旅行者背包
travelersbackpack:travelers_backpack:38, 旅行者背包
travelersbackpack:travelers_backpack:39, 旅行者背包
travelersbackpack:travelers_backpack:40, 旅行者背包
travelersbackpack:travelers_backpack:41, 旅行者背包
travelersbackpack:travelers_backpack:42, 旅行者背包
travelersbackpack:travelers_backpack:43, 旅行者背包
travelersbackpack:travelers_backpack:44, 旅行者背包
travelersbackpack:travelers_backpack:45, 旅行者背包
travelersbackpack:travelers_backpack:46, 旅行者背包
travelersbackpack:travelers_backpack:47, 旅行者背包
travelersbackpack:travelers_backpack:48, 旅行者背包
travelersbackpack:travelers_backpack:49, 旅行者背包
travelersbackpack:travelers_backpack:50, 旅行者背包
travelersbackpack:travelers_backpack:51, 旅行者背包
travelersbackpack:travelers_backpack:52, 旅行者背包
travelersbackpack:travelers_backpack:53, 旅行者背包
travelersbackpack:travelers_backpack:54, 旅行者背包
travelersbackpack:travelers_backpack:55, 旅行者背包
travelersbackpack:travelers_backpack:56, 旅行者背包
travelersbackpack:travelers_backpack:57, 旅行者背包
travelersbackpack:travelers_backpack:58, 旅行者背包
travelersbackpack:travelers_backpack:59, 旅行者背包
travelersbackpack:travelers_backpack:60, 旅行者背包
travelersbackpack:travelers_backpack:61, 旅行者背包
travelersbackpack:travelers_backpack:62, 旅行者背包
travelersbackpack:travelers_backpack:63, 旅行者背包
travelersbackpack:travelers_backpack:64, 旅行者背包
travelersbackpack:travelers_backpack:65, 旅行者背包
travelersbackpack:travelers_backpack:66, 旅行者背包
travelersbackpack:travelers_backpack:67, 旅行者背包
travelersbackpack:travelers_backpack:68, 旅行者背包
travelersbackpack:travelers_backpack:69, 旅行者背包
travelersbackpack:travelers_backpack:70, 旅行者背包
travelersbackpack:travelers_backpack:71, 旅行者背包
travelersbackpack:travelers_backpack:72, 旅行者背包
travelersbackpack:travelers_backpack:73, 旅行者背包
travelersbackpack:travelers_backpack:74, 旅行者背包
travelersbackpack:travelers_backpack:75, 旅行者背包
travelersbackpack:travelers_backpack:76, 旅行者背包
travelersbackpack:backpack_tank, 背包储罐
travelersbackpack:sleeping_bag_bottom, 睡袋
travelersbackpack:hose_nozzle, 水管口
travelersbackpack:hose, 水管
waystones:waystone, 指路石
waystones:return_scroll, 回程卷轴
waystones:bound_scroll, 绑定卷轴
waystones:warp_scroll, 传送卷轴
waystones:warp_stone, 传送石
zephmelt:crucible, Crucible
cuisine:kitchen_knife, 菜刀
cuisine:spice_bottle:0, 调料瓶
cuisine:drink, 饮品
cuisine:door, 柑橘木门
cuisine:boat, 柑橘木船
cuisine:placed_dish, 盘子
cuisine:crops:0, 花生
cuisine:crops:1, 芝麻
cuisine:crops:2, 大豆
cuisine:crops:3, 水稻
cuisine:crops:4, 西红柿
cuisine:crops:5, 辣椒
cuisine:crops:6, 大蒜
cuisine:crops:7, 姜
cuisine:crops:8, 花椒
cuisine:crops:9, 葱
cuisine:crops:10, 白萝卜
cuisine:crops:11, 大白菜
cuisine:crops:12, 生菜
cuisine:crops:13, 玉米
cuisine:crops:14, 黄瓜
cuisine:crops:15, 青椒
cuisine:crops:16, 红椒
cuisine:crops:17, 韭菜
cuisine:crops:18, 洋葱
cuisine:crops:19, 茄子
cuisine:crops:20, 菠菜
cuisine:crops:21, 竹笋
cuisine:drinkro, Drinkro™
cuisine:fan, 扇子
cuisine:wok, 锅
cuisine:material:0, 木手臂
cuisine:material:1, 木手柄
cuisine:material:2, 盐
cuisine:material:3, 粗盐
cuisine:material:4, 辣椒粉
cuisine:material:5, 花椒粉
cuisine:material:6, 竹炭
cuisine:material:7, 粗制糖
cuisine:iron_spatula, 炒菜铲
cuisine:mortar:0, 臼
cuisine:mortar:1, 装水的臼
cuisine:ingredient, item.cuisine.ingredient.name
cuisine:food:0, 豆腐
cuisine:food:1, 面粉
cuisine:food:2, 面团
cuisine:food:3, 米粉
cuisine:food:4, 稻米
cuisine:food:5, 泡菜
cuisine:food:6, 腌黄瓜
cuisine:food:7, 泡椒
cuisine:food:8, 腌萝卜
cuisine:food:9, 橘子
cuisine:food:10, 香橼
cuisine:food:11, 柚子
cuisine:food:12, 甜橙
cuisine:food:13, 柠檬
cuisine:food:14, 西柚
cuisine:food:15, 酸橙
cuisine:manual, 烹饪笔记
cuisine:dish, 菜品
cuisine:glass_bottle, %s瓶
cuisine:sapling:0, 柚树苗
cuisine:sapling:1, 香橼树苗
cuisine:sapling:2, 橘子树苗
cuisine:sapling:3, 西柚树苗
cuisine:sapling:4, 橙子树苗
cuisine:sapling:5, 柠檬树苗
cuisine:sapling:6, 酸橙树苗
cuisine:chopping_board, 砧板
cuisine:fence, 柑橘木栅栏
researchtable:table, 研究台
cuisine:bamboo, 竹子
cuisine:fire_pit:0, 火塘
cuisine:fire_pit:1, 火塘和铁锅
cuisine:fire_pit:2, 烧烤架
cuisine:earthen_basin_colored:0, 白色陶盆
cuisine:earthen_basin_colored:1, 橙色陶盆
cuisine:earthen_basin_colored:2, 品红色陶盆
cuisine:earthen_basin_colored:3, 淡蓝色陶盆
cuisine:earthen_basin_colored:4, 黄色陶盆
cuisine:earthen_basin_colored:5, 黄绿色陶盆
cuisine:earthen_basin_colored:6, 粉红色陶盆
cuisine:earthen_basin_colored:7, 灰色陶盆
cuisine:earthen_basin_colored:8, 淡灰色陶盆
cuisine:earthen_basin_colored:9, 青色陶盆
cuisine:earthen_basin_colored:10, 紫色陶盆
cuisine:earthen_basin_colored:11, 蓝色陶盆
cuisine:earthen_basin_colored:12, 棕色陶盆
cuisine:earthen_basin_colored:13, 绿色陶盆
cuisine:earthen_basin_colored:14, 红色陶盆
cuisine:earthen_basin_colored:15, 黑色陶盆
cuisine:fence_gate, 柑橘木栅栏门
cuisine:mill, 磨
cuisine:sheared_leaves:0, 柚树叶
cuisine:sheared_leaves:1, 香橼树叶
cuisine:sheared_leaves:2, 橘子树叶
cuisine:sheared_leaves:3, 西柚树叶
cuisine:sheared_leaves:4, 橙子树叶
cuisine:sheared_leaves:5, 柠檬树叶
cuisine:sheared_leaves:6, 酸橙树叶
cuisine:sheared_leaves:7, 柚树叶
cuisine:sheared_leaves:8, 香橼树叶
cuisine:sheared_leaves:9, 橘子树叶
cuisine:sheared_leaves:10, 西柚树叶
cuisine:sheared_leaves:11, 橙子树叶
cuisine:sheared_leaves:12, 柠檬树叶
cuisine:sheared_leaves:13, 酸橙树叶
cuisine:log, 柑橘木
cuisine:tofu_block, 豆腐块
cuisine:trapdoor, 柑橘木活板门
cuisine:jar, 罐子
cuisine:wooden_basin, 木盆
cuisine:planks, 柑橘木板
cuisine:earthen_basin, 陶盆
solcarrot:food_book, 食物书
primal_tech:flint_block, 燧石块
primal_tech:charcoal_block, 低级木炭块
primal_tech:clay_kiln, 粘土窑
primal_tech:stick_bundle, 柴火捆
primal_tech:fibre_torch, 未点燃的植物纤维火把
primal_tech:wooden_hopper, 料斗 Mk2 :P
primal_tech:charcoal_hopper, 火焰炙烤料斗
primal_tech:fibre_torch_lit, 已点燃的植物纤维火把
primal_tech:work_stump, 工作桩
primal_tech:stone_grill, 石制烧烤架
primal_tech:work_stump_upgraded, 工作桩 Mk2
primal_tech:water_saw, 水动力锯
primal_tech:stone_anvil, 石砧
primal_tech:wooden_basin, 木制搅拌盆
primal_tech:fire_sticks, 削过的木棍
primal_tech:bone_pickaxe, 骨镐
primal_tech:bone_axe, 骨斧
primal_tech:bone_shovel, 骨锹
primal_tech:bone_shears, 骨剪刀
primal_tech:fluid_bladder:0, 水袋
primal_tech:bone_shard, 骨头碎片
primal_tech:plant_fibres, 植物纤维
primal_tech:twine, 麻绳
primal_tech:rock, 石板
primal_tech:wood_club, 木棒
primal_tech:bone_club, 骨棒
primal_tech:stone_club, 石棒
primal_tech:flint_edged_disc, 水动力锯片
primal_tech:bone_sword, 骨剑
primal_tech:bone_knife, 骨刀
primal_tech:stone_mallet, 石槌
primal_tech:leaf_bed, 干草床
astralsorcery:itemcraftingcomponent:0, 海蓝宝石
astralsorcery:itemcraftingcomponent:1, 星辉锭
astralsorcery:itemcraftingcomponent:2, 星尘
astralsorcery:itemcraftingcomponent:3, 玻璃透镜
astralsorcery:itemcraftingcomponent:4, 共振宝石
astralsorcery:itemcraftingcomponent:5, 羊皮纸
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:itemconstellationpaper:0, 星图
astralsorcery:iteminfusedglass, 聚能玻璃
astralsorcery:itemrockcrystalsimple:0, 水晶石
astralsorcery:itemtunedrockcrystal:0, 共鸣水晶石
astralsorcery:itemtunedrockcrystal:0, 共鸣水晶石
astralsorcery:itemtunedrockcrystal:0, 共鸣水晶石
astralsorcery:itemtunedrockcrystal:0, 共鸣水晶石
astralsorcery:itemtunedrockcrystal:0, 共鸣水晶石
astralsorcery:itemtunedrockcrystal:0, 共鸣水晶石
astralsorcery:itemtunedrockcrystal:0, 共鸣水晶石
astralsorcery:itemtunedrockcrystal:0, 共鸣水晶石
astralsorcery:itemtunedrockcrystal:0, 共鸣水晶石
astralsorcery:itemtunedrockcrystal:0, 共鸣水晶石
astralsorcery:itemtunedrockcrystal:0, 共鸣水晶石
astralsorcery:itemtunedrockcrystal:0, 共鸣水晶石
astralsorcery:itemcelestialcrystal:0, 天体水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鸣天体水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鸣天体水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鸣天体水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鸣天体水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鸣天体水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鸣天体水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鸣天体水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鸣天体水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鸣天体水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鸣天体水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鸣天体水晶石
astralsorcery:itemtunedcelestialcrystal:0, 共鸣天体水晶石
astralsorcery:itemjournal, 星芒宝典
astralsorcery:itemhandtelescope, 望远镜
astralsorcery:itemlinkingtool, 链接器
astralsorcery:itemwand, 共鸣星杖
astralsorcery:itemsextant, 六分仪
astralsorcery:itemilluminationwand, 照明星杖
astralsorcery:itemcoloredlens:0, 彩色透镜
astralsorcery:itemcoloredlens:1, 彩色透镜
astralsorcery:itemcoloredlens:2, 彩色透镜
astralsorcery:itemcoloredlens:3, 彩色透镜
astralsorcery:itemcoloredlens:4, 彩色透镜
astralsorcery:itemcoloredlens:5, 彩色透镜
astralsorcery:itemcoloredlens:6, 彩色透镜
astralsorcery:itemskyresonator, 法斯刻共振器
astralsorcery:itemshiftingstar, 更替之星
astralsorcery:itemarchitectwand, 秩序星杖
astralsorcery:itemexchangewand, 转位星杖
astralsorcery:itemgrapplewand, 冲击星杖
astralsorcery:itemusabledust:0, 辉光粉
astralsorcery:itemusabledust:1, 暗夜粉
astralsorcery:itemknowledgeshare, 知识共享卷轴
astralsorcery:itemperkseal, 封闭印章
astralsorcery:itemknowledgefragment, 微光卷轴
astralsorcery:itemfragmentcapsule, 闪光星核
astralsorcery:itemperkgem:0, 奥瑞尔宝石
astralsorcery:itemperkgem:1, 伊利姆宝石
astralsorcery:itemperkgem:2, 芙荙姆宝石
astralsorcery:itemcrystalpickaxe, 水晶石镐
astralsorcery:itemcrystalshovel, 水晶石锹
astralsorcery:itemcrystalaxe, 水晶石斧
astralsorcery:itemcrystalsword, 水晶石剑
astralsorcery:itemchargedcrystalaxe, 充能水晶石斧
astralsorcery:itemchargedcrystalsword, 充能水晶石剑
astralsorcery:itemchargedcrystalpickaxe, 充能水晶石镐
astralsorcery:itemchargedcrystalshovel, 充能水晶石锹
astralsorcery:itemcape, 星斗披风
astralsorcery:itemenchantmentamulet, 璀璨棱镜
astralsorcery:blockmarblestairs, 大理石楼梯
astralsorcery:blockflarelight, 不稳定耀斑
astralsorcery:blockvanishing, tile.blockvanishing.name
astralsorcery:blockchalice, 遏制圣杯
astralsorcery:blockbore, 万象泉
astralsorcery:blockattunementaltar, 共鸣祭坛
astralsorcery:blockattunementrelay, 光波增幅器
astralsorcery:blockwell, 聚星缸
astralsorcery:blockworldilluminator, 洞穴照明器
astralsorcery:blockfaketree, 
astralsorcery:blockstarlightinfuser, 星能聚合器
astralsorcery:blockrituallink, 效应链接通道
astralsorcery:blockportalnode, 
astralsorcery:blocktreebeacon, 烽火树
astralsorcery:blocktranslucentblock, 半透明方块
astralsorcery:blockmapdrawingtable, 群星映射台
astralsorcery:blockcelestialgateway, 天体星门
astralsorcery:blockobservatory, 瞭望台
astralsorcery:blocklens, 透镜
astralsorcery:blockprism, 棱镜
astralsorcery:blockmarbleslab:0, 大理石台阶
astralsorcery:blockcustomore:0, 水晶石矿石
astralsorcery:blockcustomore:1, 星辉矿石
astralsorcery:blockcustomsandore:0, 海蓝宝石砂岩
astralsorcery:blockcustomflower:0, 微光苋
astralsorcery:blockmarble:0, 大理石
astralsorcery:blockmarble:1, 大理石砖
astralsorcery:blockmarble:2, 大理石柱
astralsorcery:blockmarble:3, 大理石横梁
astralsorcery:blockmarble:4, 雕纹大理石
astralsorcery:blockmarble:5, 凹面大理石
astralsorcery:blockmarble:6, 精致大理石柱
astralsorcery:blockblackmarble:0, 熏黑大理石
astralsorcery:blockblackmarble:1, 熏黑大理石砖
astralsorcery:blockblackmarble:2, 熏黑大理石柱
astralsorcery:blockblackmarble:3, 熏黑大理石横梁
astralsorcery:blockblackmarble:4, 雕纹熏黑大理石
astralsorcery:blockblackmarble:5, 凹面熏黑大理石
astralsorcery:blockblackmarble:6, 精致熏黑大理石
astralsorcery:blockinfusedwood:0, 聚星木
astralsorcery:blockinfusedwood:1, 聚星木板
astralsorcery:blockinfusedwood:2, 聚星木柱
astralsorcery:blockinfusedwood:3, 聚星木横梁
astralsorcery:blockinfusedwood:4, 凹面聚星木
astralsorcery:blockinfusedwood:5, 刻纹聚星木
astralsorcery:blockinfusedwood:6, 抛光聚星木
astralsorcery:blockborehead:0, 纳耳狂曼喷口
astralsorcery:blockborehead:1, 费萨利德喷口
astralsorcery:blockmachine:0, 天文望远镜
astralsorcery:blockmachine:1, 砂轮
astralsorcery:blockcelestialcrystals:0, 天体水晶簇
astralsorcery:blockcelestialcrystals:1, 天体水晶簇
astralsorcery:blockcelestialcrystals:2, 天体水晶簇
astralsorcery:blockcelestialcrystals:3, 天体水晶簇
astralsorcery:blockcelestialcrystals:4, 天体水晶簇
astralsorcery:blockgemcrystals:0, 宝石水晶簇
astralsorcery:blockgemcrystals:1, 宝石水晶簇
astralsorcery:blockgemcrystals:2, 宝石水晶簇
astralsorcery:blockgemcrystals:3, 宝石水晶簇
astralsorcery:blockgemcrystals:4, 宝石水晶簇
astralsorcery:blockstructural:0, 天文望远镜
astralsorcery:blockritualpedestal, 效应放大器
astralsorcery:blockaltar:0, 星辉合成台
astralsorcery:blockaltar:1, 星辉祭坛
astralsorcery:blockaltar:2, 天辉祭坛
astralsorcery:blockaltar:3, 五彩祭坛
astralsorcery:blockcollectorcrystal:0, 浮动水晶
astralsorcery:blockcollectorcrystal:0, 浮动水晶
astralsorcery:blockcollectorcrystal:0, 浮动水晶
astralsorcery:blockcollectorcrystal:0, 浮动水晶
astralsorcery:blockcollectorcrystal:0, 浮动水晶
astralsorcery:blockcollectorcrystal:0, 浮动水晶
astralsorcery:blockcollectorcrystal:0, 浮动水晶
astralsorcery:blockcollectorcrystal:0, 浮动水晶
astralsorcery:blockcollectorcrystal:0, 浮动水晶
astralsorcery:blockcollectorcrystal:0, 浮动水晶
astralsorcery:blockcollectorcrystal:0, 浮动水晶
astralsorcery:blockcollectorcrystal:0, 浮动水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮动水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮动水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮动水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮动水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮动水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮动水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮动水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮动水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮动水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮动水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮动水晶
astralsorcery:blockcelestialcollectorcrystal:0, 浮动水晶
borealis:madeon_home, Adventure
borealis:one, One
botania_tweaks:compressed_tiny_potato_1, 微型土豆
botania_tweaks:compressed_tiny_potato_2, 小型土豆
botania_tweaks:compressed_tiny_potato_3, 中型土豆
botania_tweaks:compressed_tiny_potato_4, 巨型土豆
botania_tweaks:compressed_tiny_potato_5, 超级巨大土豆
botania_tweaks:compressed_tiny_potato_6, 更加超级巨大土豆
botania_tweaks:compressed_tiny_potato_7, 非常超级巨大土豆
botania_tweaks:compressed_tiny_potato_8, 极限超级巨大土豆
botania_tweaks:potted_tiny_potato, 小 土-豆（花盆pot-日均产量tato?）
botania_tweaks:dire_crafty_crate, 极限机巧箱
cubicvillager:villager_wand, §a村民手杖§r
cubicvillager:villager_block_trade, 村民方块
cubicvillager:villager_block_n, 空闲的村民方块
patchouli:guide_book, 指南书
